Código;Operadora;Porte;Região;status
424315;Zeux Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
424323;Lago Saude Administradora De Beneficios Ltd; Sem Beneficiarios;Sudeste;ativa
424331;Medical Life Planos De Saude Ltda; Sem Beneficiarios;Nordeste;ativa
424340;Artyodonto Brasil  Plano De Assistencia Odo; Sem Beneficiarios;Nordeste;ativa
424358;Ld Rodrigues Ltda; Sem Beneficiarios;Norte;ativa
424366;Ap Administracao De Beneficios - Sociedade; Sem Beneficiarios;Sudeste;ativa
424391;Hospital De Clinicas De Passo Fundo; Sem Beneficiarios;Sul;ativa
424404;Santa Cruz Saude - Gestao Em Planos De Saud; Sem Beneficiarios;Centro Oeste;ativa
424412;Vettor Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
424421;Salve Saude Administradora De Beneficios Lt; Sem Beneficiarios;Sudeste;ativa
424439;Integra Administradora De Beneficios Ltda; Sem Beneficiarios;Centro Oeste;ativa
424447;Dental Saude Supreme Planos Odontologicos L; Sem Beneficiarios;Norte;ativa
424463;Saude Salv Assistencia Medica Ltda; 1 a 5.000 beneficiarios;Norte;ativa
424471;Exclusivo Odonto Assistencia Odontologica L; Sem Beneficiarios;Sudeste;ativa
424480;Viver Saude Ltda; Sem Beneficiarios;Nordeste;ativa
424498;Suporte Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
424501;Unic Assistencia Medica Ltda; Sem Beneficiarios;Sudeste;ativa
424528;Atimed Assistencia Medica Ltda; Sem Beneficiarios;Sudeste;ativa
424536;Brs Administradora De Saude Ltda; Sem Beneficiarios;Centro Oeste;ativa
424544;Elite Saude Servicos Medicos Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
424552;Bkr Saude Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
424561;Integra Planos De Saude Ltda; Sem Beneficiarios;Centro Oeste;ativa
424579;Conecta Administradora De Beneficios Ltda; Sem Beneficiarios;Nordeste;ativa
424587;Gringo Planos Odontologicos Ltda; Sem Beneficiarios;Sudeste;ativa
424595;Sf Saude Assistencia Medica Ltda; Sem Beneficiarios;Nordeste;ativa
424609;Uniao Hospitais De Pernambuco Ltda; Sem Beneficiarios;Nordeste;ativa
424625;Esperanca Operadora De Planos De Saude Ltda; Sem Beneficiarios;Sudeste;ativa
424633;Saude Facil Planos De Saude Ltda; Sem Beneficiarios;Sudeste;ativa
424641;Pro-Saude Administradora  De Beneficios Ltd; Sem Beneficiarios;Sudeste;ativa
424676;Dental Klin Assistencia Odontologica Ltda; Sem Beneficiarios;Sudeste;ativa
424706;Bonna Saude Ltda; Sem Beneficiarios;Sudeste;ativa
